Order_ID,Order_Date,Year,MonthIndex,Month,Quarter,State,City,Dealer_Name,Sales_Channel,Bike_Model,Bike_Segment,Engine_CC,Color,Customer_Age,Customer_Gender,Payment_Mode,On_Road_Price,Discount,Insurance_Amount,Accessories_Amount,Finance_Amount,Exchange_Bonus,Net_Sales_Amount,Cost_Price,Gross_Profit,Delivery_Days,Customer_Rating
ORD012967,15-11-2024,2024,11,November,Q4,Uttar Pradesh,Varanasi,Hero Dealer Varanasi,Showroom Walk-in,Xtreme 250R,Sports,249,Matte Blue,37,Female,Finance,196225,3496,13425,21678,138311,7285,206359,160117,46242,14,4.2
ORD012968,09-02-2022,2022,2,February,Q1,Telangana,Hyderabad,Hero Dealer Hyderabad,Corporate Sale,Destini 125,Scooter,125,Grey,22,Male,Credit Card,96350,834,3411,5113,0,3976,109152,73062,36090,8,3.8
ORD012969,20-03-2020,2020,3,March,Q1,Rajasthan,Jaipur,Hero Dealer Jaipur,Corporate Sale,Destini 125,Scooter,125,Grey,54,Female,Credit Card,88871,102,2390,4648,0,1345,102578,77061,25517,2,3.8
ORD012970,04-12-2021,2021,12,December,Q4,Maharashtra,Pune,Hero Dealer Pune,Showroom Walk-in,Passion Plus,Commuter,97,Red,19,Male,Finance,91287,4848,1482,4579,61290,2113,97389,74823,22566,10,4.4
ORD012971,09-11-2025,2025,11,November,Q4,Kerala,Kochi,Hero Dealer Kochi,Online Booking,HF Deluxe,Commuter,97,Red,36,Female,Cash,74559,3488,2802,9632,0,1465,76920,60412,16508,13,4.4
ORD012972,08-06-2024,2024,6,June,Q2,Maharashtra,Mumbai,Hero Dealer Mumbai,Showroom Walk-in,Xpulse 200 4V,Adventure,199,Blue,44,Male,Cash,172474,12651,11643,2548,42555,9210,171137,131905,39232,12,4.1
ORD012973,29-10-2020,2020,10,October,Q4,Uttar Pradesh,Varanasi,Hero Dealer Varanasi,Showroom Walk-in,Splendor Plus,Commuter,100,Red,30,Male,Cash,97379,1186,6685,6113,0,5210,107397,79673,27724,10,3.4
ORD012974,17-11-2021,2021,11,November,Q4,Rajasthan,Jaipur,Hero Dealer Jaipur,Online Booking,Glamour,Commuter,125,Green,37,Male,UPI,104119,3526,4920,6573,0,6156,120239,87409,32830,1,4.8
ORD012975,08-01-2023,2023,1,January,Q1,Maharashtra,Pune,Hero Dealer Pune,Corporate Sale,Xtreme 160R,Sports,163,Red,34,Female,Finance,139840,200,7939,1860,99732,3302,157556,109336,48220,2,4.1
ORD012976,24-12-2024,2024,12,December,Q4,Jammu and Kashmir,Srinagar,Hero Dealer Srinagar,Corporate Sale,Glamour,Commuter,125,Matte Blue,35,Female,Finance,103133,1866,6727,2920,85652,6105,114362,76362,38000,5,4.6
ORD012977,12-04-2021,2021,4,April,Q2,Odisha,Bhubaneswar,Hero Dealer Bhubaneswar,Online Booking,HF Deluxe,Commuter,97,Green,34,Male,Credit Card,73628,6400,6206,6213,0,3851,71525,61775,9750,9,4.2
ORD012978,09-01-2023,2023,1,January,Q1,Rajasthan,Jaipur,Hero Dealer Jaipur,Corporate Sale,Destini 125,Scooter,125,Green,36,Male,Credit Card,97536,7431,3873,5783,0,3124,111837,79423,32414,12,3.7
ORD012979,29-07-2022,2022,7,July,Q3,Tamil Nadu,Coimbatore,Hero Dealer Coimbatore,Online Booking,Xtreme 125R,Sports,125,Matte Blue,22,Male,Finance,118683,4513,8345,12565,115485,6953,129353,85760,43593,3,3.6
ORD012980,12-03-2025,2025,3,March,Q1,Uttar Pradesh,Lucknow,Hero Dealer Lucknow,Corporate Sale,Pleasure Plus,Scooter,110,Blue,33,Male,Credit Card,84903,3369,2617,8878,0,1014,83666,63529,20137,4,4.4
ORD012981,17-09-2021,2021,9,September,Q3,Rajasthan,Jaipur,Hero Dealer Jaipur,Corporate Sale,Maestro Edge 125,Scooter,125,Green,27,Male,Cash,77386,3852,6361,6567,0,279,88182,60974,27208,14,4.3
ORD012982,20-07-2022,2022,7,July,Q3,Chhattisgarh,Raipur,Hero Dealer Raipur,Showroom Walk-in,Glamour,Commuter,125,Black,36,Female,Cash,102590,2949,3663,12244,0,4623,96958,83991,12967,12,5.0
ORD012983,24-12-2025,2025,12,December,Q4,Haryana,Faridabad,Hero Dealer Faridabad,Corporate Sale,Maestro Edge 125,Scooter,125,Grey,51,Female,UPI,80364,3290,5116,7769,0,314,82196,65242,16954,2,3.9
ORD012984,09-06-2021,2021,6,June,Q2,Goa,Panaji,Hero Dealer Panaji,Showroom Walk-in,Pleasure Plus,Scooter,110,Black,48,Female,Finance,79866,3588,7742,579,72618,619,78882,62140,16742,4,4.8
ORD012985,09-05-2025,2025,5,May,Q2,Maharashtra,Pune,Hero Dealer Pune,Online Booking,Splendor Plus,Commuter,100,White,46,Female,Credit Card,94051,1252,1920,6026,0,1882,108546,81267,27279,6,3.6
ORD012986,27-02-2023,2023,2,February,Q1,Haryana,Gurugram,Hero Dealer Gurugram,Corporate Sale,Glamour,Commuter,125,Black,56,Female,Credit Card,102501,4569,10239,12763,0,5940,118896,75384,43512,3,4.9
ORD012987,13-06-2025,2025,6,June,Q2,West Bengal,Siliguri,Hero Dealer Siliguri,Showroom Walk-in,Xtreme 125R,Sports,125,Grey,42,Female,UPI,120395,5756,4107,616,0,3441,135715,95333,40382,6,4.3
ORD012988,07-12-2022,2022,12,December,Q4,Tamil Nadu,Madurai,Hero Dealer Madurai,Corporate Sale,Xoom 125,Scooter,125,Red,20,Female,Cash,97179,2603,8858,7899,0,4500,91666,80579,11087,4,4.1
ORD012989,27-11-2020,2020,11,November,Q4,Kerala,Kochi,Hero Dealer Kochi,Corporate Sale,Maestro Edge 125,Scooter,125,Green,51,Female,Credit Card,75141,397,7166,7617,0,2605,72168,54252,17916,4,3.4
ORD012990,08-01-2025,2025,1,January,Q1,Haryana,Faridabad,Hero Dealer Faridabad,Online Booking,Splendor Plus,Commuter,100,Blue,37,Female,UPI,93357,7132,6054,6926,0,3795,101828,79438,22390,3,4.8
ORD012991,27-08-2024,2024,8,August,Q3,Kerala,Thiruvananthapuram,Hero Dealer Thiruvananthapuram,Online Booking,Splendor Plus,Commuter,100,Grey,55,Male,UPI,90506,3762,6603,5816,16536,2574,100819,64404,36415,5,3.9
ORD012992,20-07-2023,2023,7,July,Q3,Delhi,New Delhi,Hero Dealer New Delhi,Corporate Sale,Xtreme 125R,Sports,125,Grey,32,Male,Cash,111348,3791,10729,13853,0,1708,118017,94124,23893,7,3.5
ORD012993,17-03-2024,2024,3,March,Q1,Rajasthan,Jodhpur,Hero Dealer Jodhpur,Corporate Sale,Xoom 125,Scooter,125,Grey,55,Male,UPI,98556,7314,6718,2464,0,4927,108586,74177,34409,1,4.8
ORD012994,27-02-2023,2023,2,February,Q1,Uttar Pradesh,Kanpur,Hero Dealer Kanpur,Showroom Walk-in,Maestro Edge 125,Scooter,125,Grey,50,Male,Credit Card,81158,1235,6727,1272,0,4106,91076,66070,25006,6,3.9
ORD012995,14-05-2025,2025,5,May,Q2,Uttar Pradesh,Lucknow,Hero Dealer Lucknow,Online Booking,Xtreme 250R,Sports,249,Blue,45,Male,Credit Card,195852,12893,9744,12331,0,488,220487,152367,68120,9,3.8
ORD012996,04-09-2022,2022,9,September,Q3,Kerala,Kochi,Hero Dealer Kochi,Online Booking,Xtreme 160R,Sports,163,Blue,36,Male,Credit Card,137439,4045,9215,17168,0,2030,157065,106047,51018,10,4.7
ORD012997,05-11-2021,2021,11,November,Q4,Punjab,Ludhiana,Hero Dealer Ludhiana,Online Booking,Xtreme 250R,Sports,249,White,42,Female,Cash,187919,1958,17206,9658,0,282,195667,134229,61438,14,3.8
ORD012998,11-07-2022,2022,7,July,Q3,Gujarat,Surat,Hero Dealer Surat,Showroom Walk-in,Xtreme 160R,Sports,163,White,38,Male,UPI,139502,6055,8795,1319,0,8073,131513,119647,11866,4,4.9
ORD012999,24-07-2020,2020,7,July,Q3,Telangana,Hyderabad,Hero Dealer Hyderabad,Online Booking,Xtreme 250R,Sports,249,Matte Blue,49,Male,Cash,187524,1051,8776,8267,82143,2508,186413,149427,36986,14,3.5
ORD013000,10-10-2020,2020,10,October,Q4,Tamil Nadu,Madurai,Hero Dealer Madurai,Showroom Walk-in,Xoom 125,Scooter,125,Green,40,Male,UPI,99531,4474,2038,5299,0,43,98181,79225,18956,2,4.0
ORD013001,21-10-2021,2021,10,October,Q4,Gujarat,Surat,Hero Dealer Surat,Showroom Walk-in,Xoom 125,Scooter,125,Grey,49,Female,Finance,98766,5307,3897,2759,85221,4582,102686,75821,26865,4,4.7
ORD013002,02-08-2021,2021,8,August,Q3,Tamil Nadu,Madurai,Hero Dealer Madurai,Online Booking,Glamour,Commuter,125,Black,57,Female,UPI,96801,4534,7905,9415,0,1753,100080,72244,27836,10,4.1
ORD013003,20-12-2023,2023,12,December,Q4,Uttarakhand,Dehradun,Hero Dealer Dehradun,Online Booking,Xtreme 160R,Sports,163,Blue,54,Female,UPI,135702,4615,13072,2799,32362,7612,152294,103234,49060,12,4.1
ORD013004,06-02-2023,2023,2,February,Q1,Odisha,Cuttack,Hero Dealer Cuttack,Showroom Walk-in,Maestro Edge 125,Scooter,125,Red,29,Male,Finance,80214,6073,5698,1536,47127,2491,92608,60353,32255,10,4.6
ORD013005,11-08-2021,2021,8,August,Q3,Tamil Nadu,Chennai,Hero Dealer Chennai,Online Booking,Xoom 125,Scooter,125,Grey,58,Male,Finance,96402,3709,4679,2606,78066,5446,103849,70968,32881,4,4.8
ORD013006,04-10-2020,2020,10,October,Q4,Karnataka,Mysore,Hero Dealer Mysore,Corporate Sale,Glamour,Commuter,125,Green,20,Female,Cash,96788,7810,6083,812,0,1633,95718,73828,21890,12,4.0
ORD013007,22-12-2021,2021,12,December,Q4,Jammu and Kashmir,Srinagar,Hero Dealer Srinagar,Showroom Walk-in,HF Deluxe,Commuter,97,Grey,23,Female,Credit Card,76720,2098,1624,2215,23553,2538,81595,63954,17641,2,3.5
ORD013008,11-10-2021,2021,10,October,Q4,Rajasthan,Jodhpur,Hero Dealer Jodhpur,Showroom Walk-in,Splendor Plus,Commuter,100,Green,45,Male,UPI,99246,6943,5339,1641,0,1765,100304,77336,22968,3,4.5
ORD013009,10-07-2021,2021,7,July,Q3,Karnataka,Bangalore,Hero Dealer Bangalore,Online Booking,Glamour,Commuter,125,Blue,38,Female,Cash,98573,7853,4821,9266,48995,5679,94242,83904,10338,12,4.5
ORD013010,23-07-2022,2022,7,July,Q3,Uttar Pradesh,Noida,Hero Dealer Noida,Corporate Sale,Pleasure Plus,Scooter,110,White,22,Female,Credit Card,79745,4135,4816,5878,0,344,76686,62053,14633,1,3.8
ORD013011,10-08-2023,2023,8,August,Q3,Tamil Nadu,Madurai,Hero Dealer Madurai,Showroom Walk-in,Glamour,Commuter,125,Black,41,Female,UPI,103708,6135,8935,1774,0,3277,104241,77552,26689,4,5.0
ORD013012,29-01-2021,2021,1,January,Q1,Himachal Pradesh,Shimla,Hero Dealer Shimla,Corporate Sale,Glamour,Commuter,125,Blue,30,Female,Cash,95588,149,9512,6430,3055,797,96875,70022,26853,8,3.9
ORD013013,03-10-2022,2022,10,October,Q4,Punjab,Amritsar,Hero Dealer Amritsar,Corporate Sale,Splendor Plus,Commuter,100,Black,42,Male,UPI,96213,2680,9580,7975,0,624,109174,76464,32710,6,3.8
ORD013014,05-07-2025,2025,7,July,Q3,Haryana,Gurugram,Hero Dealer Gurugram,Online Booking,Pleasure Plus,Scooter,110,Red,22,Male,UPI,85209,6814,5791,2615,0,4717,80822,62879,17943,12,3.5
ORD013015,11-06-2023,2023,6,June,Q2,Rajasthan,Jodhpur,Hero Dealer Jodhpur,Online Booking,Xtreme 125R,Sports,125,Blue,58,Male,Cash,112935,1638,6771,1326,0,4483,116166,97068,19098,3,3.7
ORD013016,19-12-2025,2025,12,December,Q4,Chandigarh,Chandigarh,Hero Dealer Chandigarh,Showroom Walk-in,Destini 125,Scooter,125,Red,48,Male,Credit Card,90646,7530,6457,5127,0,1882,101274,70683,30591,11,4.6
ORD013017,04-10-2023,2023,10,October,Q4,Karnataka,Mysore,Hero Dealer Mysore,Showroom Walk-in,Pleasure Plus,Scooter,110,White,58,Male,Finance,82442,2724,2541,3350,50615,1113,94832,68529,26303,10,4.7
ORD013018,23-10-2025,2025,10,October,Q4,Uttar Pradesh,Noida,Hero Dealer Noida,Showroom Walk-in,HF Deluxe,Commuter,97,Green,53,Female,UPI,74667,5496,6450,8616,19081,3892,72403,62173,10230,5,3.8
ORD013019,25-11-2023,2023,11,November,Q4,Kerala,Kochi,Hero Dealer Kochi,Showroom Walk-in,Splendor Plus,Commuter,100,Blue,36,Female,UPI,91319,4558,1328,6715,0,2011,104693,73953,30740,6,4.6
ORD013020,06-11-2021,2021,11,November,Q4,West Bengal,Siliguri,Hero Dealer Siliguri,Showroom Walk-in,Pleasure Plus,Scooter,110,Black,35,Female,Cash,78354,5622,6766,2806,0,512,82270,57660,24610,12,4.7
ORD013021,21-10-2024,2024,10,October,Q4,Uttarakhand,Dehradun,Hero Dealer Dehradun,Showroom Walk-in,Maestro Edge 125,Scooter,125,White,37,Male,UPI,76756,2749,5467,7365,0,3827,81286,58598,22688,9,4.7
ORD013022,06-10-2023,2023,10,October,Q4,Jharkhand,Jamshedpur,Hero Dealer Jamshedpur,Online Booking,Splendor Plus,Commuter,100,Black,39,Female,Cash,95264,2431,2870,8759,0,1320,95125,79898,15227,5,3.5
ORD013023,04-06-2021,2021,6,June,Q2,Odisha,Bhubaneswar,Hero Dealer Bhubaneswar,Online Booking,Xtreme 160R,Sports,163,Green,52,Female,Credit Card,136217,5972,9383,3069,0,6448,148525,117995,30530,15,5.0
ORD013024,17-01-2023,2023,1,January,Q1,Punjab,Amritsar,Hero Dealer Amritsar,Showroom Walk-in,Destini 125,Scooter,125,Matte Blue,48,Male,UPI,91475,5829,5801,2941,0,1282,94843,66433,28410,6,4.7
ORD013025,29-08-2022,2022,8,August,Q3,Haryana,Faridabad,Hero Dealer Faridabad,Online Booking,Glamour,Commuter,125,Matte Blue,32,Male,Cash,105113,875,9704,7252,0,5616,118959,75572,43387,4,4.2
ORD013026,18-11-2024,2024,11,November,Q4,Delhi,New Delhi,Hero Dealer New Delhi,Online Booking,Splendor Plus,Commuter,100,Blue,58,Male,Finance,90224,162,3633,3669,68965,4865,99344,72319,27025,14,4.9
ORD013027,17-04-2024,2024,4,April,Q2,Assam,Guwahati,Hero Dealer Guwahati,Showroom Walk-in,Xtreme 160R,Sports,163,Red,50,Female,Cash,138825,9000,6973,10213,0,6828,145962,111038,34924,14,3.6
ORD013028,28-10-2024,2024,10,October,Q4,Uttarakhand,Dehradun,Hero Dealer Dehradun,Corporate Sale,Maestro Edge 125,Scooter,125,Green,33,Female,Cash,77834,4784,2042,2367,0,4509,82355,62761,19594,13,3.8
ORD013029,04-11-2021,2021,11,November,Q4,Uttarakhand,Dehradun,Hero Dealer Dehradun,Online Booking,Pleasure Plus,Scooter,110,Matte Blue,22,Female,Credit Card,83942,1533,2244,7606,0,3637,94336,67432,26904,2,3.7
ORD013030,18-07-2022,2022,7,July,Q3,Punjab,Amritsar,Hero Dealer Amritsar,Showroom Walk-in,Destini 125,Scooter,125,Grey,37,Female,Cash,95283,2149,4166,7462,0,1054,104928,78901,26027,9,4.2
ORD013031,12-01-2020,2020,1,January,Q1,Delhi,New Delhi,Hero Dealer New Delhi,Online Booking,Passion Plus,Commuter,97,Matte Blue,35,Female,Cash,92532,4053,2676,9807,32479,3632,107108,72968,34140,4,5.0
ORD013032,02-10-2023,2023,10,October,Q4,Andhra Pradesh,Vijayawada,Hero Dealer Vijayawada,Online Booking,Xpulse 200 4V,Adventure,199,Black,28,Male,Credit Card,172285,11077,16858,11149,0,4602,194546,136708,57838,4,4.5
ORD013033,15-05-2021,2021,5,May,Q2,Goa,Panaji,Hero Dealer Panaji,Corporate Sale,HF Deluxe,Commuter,97,Grey,54,Male,Credit Card,73138,5493,2029,8686,0,3063,81011,59072,21939,6,4.9
ORD013034,28-02-2023,2023,2,February,Q1,Karnataka,Mysore,Hero Dealer Mysore,Corporate Sale,Glamour,Commuter,125,Matte Blue,45,Female,Finance,97667,3315,6210,7206,66482,4882,99825,80455,19370,9,4.1
ORD013035,22-01-2025,2025,1,January,Q1,Kerala,Thiruvananthapuram,Hero Dealer Thiruvananthapuram,Showroom Walk-in,Xtreme 125R,Sports,125,Green,31,Female,Finance,119741,5351,8407,14433,96031,6670,135644,86799,48845,4,4.9
ORD013036,21-07-2022,2022,7,July,Q3,Telangana,Warangal,Hero Dealer Warangal,Online Booking,Xpulse 200 4V,Adventure,199,White,44,Male,UPI,162538,11494,9856,9518,0,9052,185164,134162,51002,7,3.8
ORD013037,10-10-2024,2024,10,October,Q4,Uttar Pradesh,Noida,Hero Dealer Noida,Showroom Walk-in,Passion Plus,Commuter,97,Matte Blue,58,Female,Credit Card,96624,8428,5738,7721,20777,5414,93367,72791,20576,5,4.6
ORD013038,02-08-2020,2020,8,August,Q3,Delhi,New Delhi,Hero Dealer New Delhi,Online Booking,Glamour,Commuter,125,Blue,54,Female,UPI,102694,4075,9385,10839,0,501,99587,82332,17255,12,4.6
ORD013039,22-01-2024,2024,1,January,Q1,West Bengal,Siliguri,Hero Dealer Siliguri,Online Booking,Glamour,Commuter,125,White,39,Female,Finance,103564,4219,3478,2128,87017,3654,114769,89260,25509,12,4.1
ORD013040,21-05-2022,2022,5,May,Q2,Rajasthan,Jaipur,Hero Dealer Jaipur,Corporate Sale,Xpulse 200 4V,Adventure,199,White,25,Female,UPI,164433,13250,5741,5986,0,3327,169840,121750,48090,9,4.1
ORD013041,30-05-2022,2022,5,May,Q2,Jharkhand,Ranchi,Hero Dealer Ranchi,Corporate Sale,Xoom 125,Scooter,125,Matte Blue,36,Male,UPI,94779,2514,1446,3898,0,4988,95047,72071,22976,13,3.8
ORD013042,13-03-2021,2021,3,March,Q1,Andhra Pradesh,Visakhapatnam,Hero Dealer Visakhapatnam,Online Booking,Xpulse 200 4V,Adventure,199,Blue,22,Male,Credit Card,168195,8422,12859,19529,0,3184,163872,119561,44311,12,4.5
ORD013043,22-01-2023,2023,1,January,Q1,Chandigarh,Chandigarh,Hero Dealer Chandigarh,Online Booking,Xpulse 200 4V,Adventure,199,Grey,40,Female,Cash,171826,2205,6206,1689,0,6772,183642,127601,56041,9,4.6
ORD013044,22-12-2020,2020,12,December,Q4,Haryana,Gurugram,Hero Dealer Gurugram,Online Booking,Pleasure Plus,Scooter,110,Blue,53,Female,UPI,77733,2248,2300,3344,24269,954,77001,60744,16257,6,4.6
ORD013045,12-04-2022,2022,4,April,Q2,Andhra Pradesh,Visakhapatnam,Hero Dealer Visakhapatnam,Showroom Walk-in,Super Splendor,Commuter,125,Matte Blue,22,Female,Finance,98875,4952,4559,1843,65410,2213,98256,83819,14437,11,4.9
ORD013046,15-10-2021,2021,10,October,Q4,Punjab,Amritsar,Hero Dealer Amritsar,Online Booking,Xtreme 125R,Sports,125,Blue,32,Female,Finance,122128,9047,6003,2830,103945,6706,118220,89555,28665,9,3.8
ORD013047,06-10-2024,2024,10,October,Q4,Tamil Nadu,Madurai,Hero Dealer Madurai,Corporate Sale,Super Splendor,Commuter,125,Black,45,Male,Finance,102023,6568,1610,2145,99980,417,110448,88313,22135,2,3.6
ORD013048,03-08-2023,2023,8,August,Q3,Kerala,Kochi,Hero Dealer Kochi,Showroom Walk-in,Splendor Plus,Commuter,100,Black,46,Male,Credit Card,94552,6074,6753,8702,0,3459,94321,80419,13902,6,3.5
ORD013049,03-08-2025,2025,8,August,Q3,Karnataka,Mysore,Hero Dealer Mysore,Corporate Sale,Maestro Edge 125,Scooter,125,Grey,26,Male,UPI,75135,1172,6179,2721,0,1098,77933,54198,23735,15,3.8
ORD013050,07-12-2025,2025,12,December,Q4,Rajasthan,Jaipur,Hero Dealer Jaipur,Corporate Sale,Glamour,Commuter,125,Green,42,Female,Finance,103476,4966,6043,9760,72910,1476,103272,80447,22825,7,3.5
ORD013051,28-12-2025,2025,12,December,Q4,Karnataka,Hubli,Hero Dealer Hubli,Online Booking,Super Splendor,Commuter,125,Red,28,Female,Credit Card,99642,7237,2478,1285,0,2426,103945,84329,19616,13,4.4
ORD013052,13-01-2022,2022,1,January,Q1,Jammu and Kashmir,Srinagar,Hero Dealer Srinagar,Showroom Walk-in,Super Splendor,Commuter,125,Black,48,Male,UPI,100895,2560,6353,5831,12342,1365,103265,81822,21443,12,4.7
ORD013053,20-12-2020,2020,12,December,Q4,Gujarat,Surat,Hero Dealer Surat,Corporate Sale,HF Deluxe,Commuter,97,Green,44,Female,UPI,71721,5038,4313,8907,16873,3387,80021,55124,24897,4,4.8
ORD013054,28-07-2020,2020,7,July,Q3,Telangana,Hyderabad,Hero Dealer Hyderabad,Showroom Walk-in,Splendor Plus,Commuter,100,White,51,Female,UPI,97114,6271,1621,1220,0,921,103132,84097,19035,8,4.4
ORD013055,13-04-2022,2022,4,April,Q2,Uttar Pradesh,Varanasi,Hero Dealer Varanasi,Online Booking,Glamour,Commuter,125,Red,51,Female,Cash,96030,6283,4103,4497,0,4650,109537,72303,37234,2,4.4
ORD013056,02-01-2024,2024,1,January,Q1,Rajasthan,Jodhpur,Hero Dealer Jodhpur,Online Booking,Glamour,Commuter,125,Green,43,Male,UPI,102875,8171,2726,7602,0,3041,98598,80090,18508,11,4.8
ORD013057,13-03-2025,2025,3,March,Q1,Uttar Pradesh,Noida,Hero Dealer Noida,Showroom Walk-in,Splendor Plus,Commuter,100,Matte Blue,45,Female,Finance,96112,2314,4728,11964,61782,3073,98100,83290,14810,11,3.4
ORD013058,29-06-2024,2024,6,June,Q2,Madhya Pradesh,Indore,Hero Dealer Indore,Online Booking,Xtreme 160R,Sports,163,Green,33,Male,Credit Card,130785,4858,11048,8602,0,7211,129024,110915,18109,13,4.9
ORD013059,16-09-2022,2022,9,September,Q3,Jharkhand,Jamshedpur,Hero Dealer Jamshedpur,Corporate Sale,Splendor Plus,Commuter,100,Blue,55,Female,Credit Card,97824,681,8619,9729,0,2683,110436,79363,31073,9,3.5
ORD013060,25-10-2025,2025,10,October,Q4,Karnataka,Mysore,Hero Dealer Mysore,Corporate Sale,Xtreme 125R,Sports,125,Black,35,Male,Cash,117305,5521,3497,7160,0,5067,123837,100359,23478,1,3.4
ORD013061,11-09-2022,2022,9,September,Q3,Haryana,Faridabad,Hero Dealer Faridabad,Corporate Sale,Maestro Edge 125,Scooter,125,Grey,55,Male,Credit Card,76892,1492,5486,1719,0,1440,87696,64016,23680,10,4.5
ORD013062,14-09-2021,2021,9,September,Q3,Haryana,Faridabad,Hero Dealer Faridabad,Showroom Walk-in,Xtreme 125R,Sports,125,Black,41,Female,UPI,119180,4652,2274,2464,0,279,112968,87395,25573,11,3.9
ORD013063,27-01-2022,2022,1,January,Q1,Punjab,Amritsar,Hero Dealer Amritsar,Online Booking,Super Splendor,Commuter,125,Matte Blue,38,Female,Cash,103815,8549,6707,4179,0,6074,103965,74128,29837,1,4.5
ORD013064,07-10-2021,2021,10,October,Q4,Odisha,Cuttack,Hero Dealer Cuttack,Showroom Walk-in,Super Splendor,Commuter,125,Green,27,Female,UPI,102447,2794,2278,3326,0,4893,103143,79750,23393,9,3.8
ORD013065,18-11-2020,2020,11,November,Q4,Himachal Pradesh,Shimla,Hero Dealer Shimla,Online Booking,Xtreme 160R,Sports,163,Blue,33,Female,Cash,135034,811,3793,13611,0,3053,150203,114118,36085,5,3.7
ORD013066,29-08-2020,2020,8,August,Q3,Kerala,Thiruvananthapuram,Hero Dealer Thiruvananthapuram,Showroom Walk-in,Destini 125,Scooter,125,Blue,36,Male,UPI,94808,4919,4683,3059,0,548,99326,80989,18337,7,4.8
ORD013067,24-01-2020,2020,1,January,Q1,Uttar Pradesh,Noida,Hero Dealer Noida,Online Booking,Maestro Edge 125,Scooter,125,Red,43,Male,Finance,77619,1969,6845,3869,47784,42,80512,59905,20607,15,4.5
ORD013068,07-03-2024,2024,3,March,Q1,Karnataka,Hubli,Hero Dealer Hubli,Showroom Walk-in,Destini 125,Scooter,125,Grey,54,Male,Finance,90831,3003,4094,10030,72738,3002,100562,75009,25553,3,4.8
ORD013069,02-01-2022,2022,1,January,Q1,Jharkhand,Ranchi,Hero Dealer Ranchi,Corporate Sale,Xtreme 160R,Sports,163,Grey,50,Male,Finance,141051,1928,6175,14186,81816,1945,161274,116488,44786,4,4.8
ORD013070,11-10-2022,2022,10,October,Q4,Karnataka,Hubli,Hero Dealer Hubli,Corporate Sale,Passion Plus,Commuter,97,Blue,42,Female,Finance,93005,6084,4560,9544,91978,160,95076,67430,27646,3,4.2
ORD013071,01-12-2025,2025,12,December,Q4,Gujarat,Surat,Hero Dealer Surat,Online Booking,Maestro Edge 125,Scooter,125,Matte Blue,26,Female,Finance,77102,4559,1380,1383,57804,251,78632,57299,21333,2,4.7
ORD013072,03-09-2025,2025,9,September,Q3,Tamil Nadu,Madurai,Hero Dealer Madurai,Online Booking,Xtreme 250R,Sports,249,Red,42,Male,UPI,197999,454,18413,11743,0,9794,215043,145401,69642,12,4.6
ORD013073,15-04-2020,2020,4,April,Q2,Gujarat,Ahmedabad,Hero Dealer Ahmedabad,Online Booking,Xoom 125,Scooter,125,Blue,53,Male,Cash,99115,4474,5065,3869,0,3149,112235,73018,39217,2,4.9
ORD013074,08-04-2025,2025,4,April,Q2,Maharashtra,Nagpur,Hero Dealer Nagpur,Showroom Walk-in,Destini 125,Scooter,125,Matte Blue,50,Male,Cash,91892,3672,1722,6620,0,2693,102098,78496,23602,4,3.6
ORD013075,03-08-2023,2023,8,August,Q3,Tamil Nadu,Coimbatore,Hero Dealer Coimbatore,Showroom Walk-in,Splendor Plus,Commuter,100,Green,27,Male,Finance,96862,767,5667,4168,84233,2724,96258,83427,12831,2,3.7
ORD013076,12-07-2025,2025,7,July,Q3,Goa,Panaji,Hero Dealer Panaji,Online Booking,Pleasure Plus,Scooter,110,Black,56,Male,UPI,84433,4826,4317,5769,0,5062,81937,72508,9429,10,4.5
ORD013077,14-02-2025,2025,2,February,Q1,Uttar Pradesh,Noida,Hero Dealer Noida,Online Booking,Glamour,Commuter,125,Black,55,Female,Credit Card,104193,1693,10385,5488,0,3223,107804,87286,20518,4,3.9
ORD013078,17-11-2022,2022,11,November,Q4,Uttar Pradesh,Kanpur,Hero Dealer Kanpur,Showroom Walk-in,Xtreme 160R,Sports,163,Matte Blue,31,Female,Cash,141337,753,4719,829,0,4104,147626,111694,35932,15,3.8
ORD013079,04-07-2024,2024,7,July,Q3,Punjab,Amritsar,Hero Dealer Amritsar,Showroom Walk-in,HF Deluxe,Commuter,97,Black,21,Female,Credit Card,75246,3607,5098,5627,0,1801,78378,62687,15691,11,4.1
ORD013080,31-05-2025,2025,5,May,Q2,West Bengal,Siliguri,Hero Dealer Siliguri,Corporate Sale,Xtreme 125R,Sports,125,Blue,58,Female,Cash,118565,6076,9268,14486,0,5977,132308,86868,45440,9,4.7
ORD013081,10-08-2021,2021,8,August,Q3,West Bengal,Kolkata,Hero Dealer Kolkata,Corporate Sale,Xtreme 160R,Sports,163,Blue,34,Male,Cash,132359,1721,9848,5672,0,6120,142930,112149,30781,15,3.8
ORD013082,16-09-2024,2024,9,September,Q3,Goa,Panaji,Hero Dealer Panaji,Online Booking,Maestro Edge 125,Scooter,125,White,25,Female,UPI,78764,2774,4674,764,0,608,84259,60184,24075,15,4.8
ORD013083,05-09-2025,2025,9,September,Q3,West Bengal,Siliguri,Hero Dealer Siliguri,Online Booking,Pleasure Plus,Scooter,110,Blue,29,Male,Credit Card,84322,5652,7816,6478,0,2330,86554,64144,22410,15,4.3
